,0
O_overload_proxy,0.03826132114442281
G_engagement,0.07188489475613405
R_persistence,0.09101443543904994
S_stability,0.11252417569092386
D_disengagement,0.1283699918792193
E_equilibrium_norm,0.1872049529046123
P_performance,0.3707402281856378
